Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1,5,48,22,1,1,3,45,158,0,0,260,1440
8,2,60,42,2,2,3,75,290,10000,0,1200,2140
14,2,60,41,2,1,1,60,100,6000,0,450,1377
6,2,60,29,2,1,1,60,115,6000,2000,1250,1780
1,2,18,27,2,1,2,45,149,2000,0,700,818
16,2,60,32,2,2,1,75,143,4000,0,650,1017
10,5,36,27,2,2,1,60,150,0,0,1000,1788
11,5,48,37,1,1,1,35,199,10000,0,1100,1212
40,1,36,59,2,1,1,59,142,0,0,1000,1800
13,2,54,52,2,1,1,75,80,4000,0,1300,1394
7,1,36,25,2,1,1,69,93,0,0,250,400
3,5,36,24,4,1,1,45,113,0,0,850,940
13,5,48,51,2,1,1,45,92,3000,500,1220,1433
7,2,36,39,2,1,3,75,205,4000,0,1300,1439
7,2,60,33,1,1,1,35,210,6000,0,1700,2414
4,2,24,31,2,1,1,60,256,3000,0,600,1571
5,1,36,30,2,1,3,101,260,0,0,1000,1500
7,2,60,24,2,1,1,45,106,2500,0,1200,1258
10,2,48,31,2,1,1,60,160,4500,0,450,1403
16,2,60,39,2,1,1,60,148,3500,0,750,1346
2,2,36,42,2,1,1,75,220,3500,0,1500,2195
6,2,36,37,2,1,3,75,63,4000,50,800,1637
3,2,36,38,2,1,1,75,106,8500,0,2375,2375
16,2,60,42,2,1,1,75,81,3500,0,870,873
1,5,60,23,1,1,1,35,100,0,0,1210,1450
0,6,60,40,2,2,1,75,260,2500,0,1500,1607
12,2,24,36,2,1,1,60,243,6000,0,600,1376
1,1,60,27,1,1,1,44,88,0,0,1000,1092
40,2,24,60,2,1,3,75,186,8000,0,900,1307
30,2,48,45,2,1,1,75,105,10000,2400,830,1128
5,2,48,65,2,1,3,75,80,30000,2000,700,1698
10,3,60,40,2,1,1,60,154,1500,0,825,1075
13,1,60,40,4,1,3,64,35,2500,0,1920,1920
3,1,48,33,2,1,1,66,63,2000,0,800,1298
0,6,36,28,2,2,4,45,297,8000,0,1360,1362
1,1,60,33,2,1,1,91,161,0,0,1700,1770
25,2,36,51,4,1,3,35,200,5000,0,1700,2022
11,3,48,31,2,1,1,45,140,4000,0,700,1225
7,2,12,36,2,1,1,90,125,20000,0,375,724
4,5,24,23,1,1,1,35,78,3000,0,500,1346
5,6,60,33,1,1,1,35,57,0,0,1000,1415
31,1,60,51,2,2,1,135,300,0,0,1000,1380
10,2,36,32,2,1,3,75,202,2100,0,900,900
16,2,48,50,2,1,1,90,175,21500,1950,1100,1639
19,2,36,52,2,1,3,45,150,15000,0,1420,2220
0,5,60,34,1,1,4,45,158,2000,0,1020,1600
1,2,48,28,2,1,2,45,123,4000,1978,1100,1556
1,1,48,36,2,1,3,88,125,0,0,1500,1878
0,2,60,27,2,1,2,45,113,3000,1500,1200,1532
2,2,24,26,2,2,3,45,167,4000,0,340,900
4,1,36,24,2,2,1,75,148,0,0,900,1100
0,3,60,47,2,1,2,75,156,2000,200,600,1556
13,2,48,40,2,1,1,60,123,4000,0,900,1054
1,2,60,42,2,1,2,120,143,5500,2000,1160,1285
17,1,48,52,2,1,1,93,180,0,0,1200,1338
5,1,36,45,2,1,4,90,150,10000,0,1100,1556
17,2,60,47,2,1,1,60,92,4500,0,1100,1194
8,2,60,25,2,1,1,45,139,4000,1300,1450,1556
0,2,60,50,2,1,1,75,250,15500,0,1000,1989
5,2,6,44,2,1,1,75,315,13000,0,500,2624
8,2,36,48,2,2,1,35,121,3000,0,400,925
3,2,48,19,1,1,1,35,180,4000,0,800,1128
18,2,48,48,2,2,1,105,129,3000,0,780,2220
22,2,60,46,2,1,1,90,214,8000,0,1120,1395
12,2,60,50,2,1,1,45,99,5000,0,1100,1137
12,5,36,30,2,1,3,75,110,0,0,800,875
13,3,60,30,2,2,1,75,85,3500,0,1100,1417
3,2,18,39,2,2,1,90,138,7000,0,500,700
1,2,60,27,2,1,1,60,93,4000,0,1000,1207
29,2,60,52,2,1,1,75,100,3000,0,1100,1268
1,1,48,42,2,1,3,76,160,0,0,1200,1326
3,6,36,22,2,1,1,45,215,0,0,1470,1480
23,5,60,43,1,1,1,35,90,3500,0,1050,1228
20,2,36,36,2,1,1,90,464,5000,0,2000,2168
5,3,60,23,2,1,1,35,167,7000,2160,1650,2100
3,1,60,40,2,1,1,84,86,0,0,1000,1197
1,3,24,50,2,1,3,60,125,5000,3000,360,510
15,2,36,52,2,1,1,105,274,8000,0,300,325
10,2,36,38,2,1,1,75,135,5500,1440,690,1000
0,5,48,35,2,2,1,60,300,0,0,1400,1748
9,2,60,34,2,2,3,75,300,4000,300,1000,1392
9,1,60,34,2,1,1,103,128,0,0,500,820
25,2,18,49,2,1,3,90,90,4000,0,300,1275
19,2,60,37,1,2,1,35,115,10000,6000,1500,1758
10,1,60,33,2,1,1,56,107,0,0,600,1250
10,2,60,34,2,1,3,75,300,11000,0,1000,1560
10,2,48,42,2,1,3,105,230,30000,5000,1200,1570
4,2,24,32,2,1,1,45,122,4000,1,500,1045
1,5,36,19,1,1,2,35,43,0,0,425,500
1,2,48,45,2,1,3,90,250,4000,0,1700,1800
19,5,12,41,2,1,3,90,190,500,0,500,1600
6,2,60,25,2,1,3,45,100,3500,2500,950,1177
2,1,48,19,1,1,3,60,246,20500,0,1370,1371
11,1,36,59,2,1,1,69,85,0,0,850,1100
20,1,36,56,2,2,1,77,173,0,0,1100,1256
18,1,48,42,2,2,3,75,150,0,0,1000,1469
0,5,60,38,2,1,2,90,86,5000,0,1600,1682
0,5,60,22,1,1,2,45,183,4000,0,1150,1150
1,1,36,44,4,1,4,55,100,0,0,675,675
1,2,60,31,2,1,1,60,94,2500,0,900,1236
25,2,48,49,2,1,1,60,150,6000,0,650,1265
15,1,60,55,2,1,3,74,140,0,0,1000,1204
21,1,60,55,3,1,1,56,107,0,0,1100,1353
10,3,36,38,2,2,1,60,117,4030,0,950,1330
12,2,60,60,2,1,1,60,230,12000,0,950,1200
10,1,60,58,5,1,3,82,470,0,0,1350,1488
20,6,36,39,2,1,1,60,102,0,0,650,1695
10,2,60,34,2,1,1,75,210,6000,0,900,1547
1,5,60,21,1,1,2,35,42,0,0,1100,1112
5,1,60,37,1,1,1,48,130,0,0,600,1062
2,3,48,25,2,1,2,45,90,3000,2000,800,1567
15,5,36,39,1,1,1,60,120,0,0,900,900
1,5,60,22,2,1,1,60,117,0,0,1100,1280
11,2,30,35,2,1,1,75,160,4000,0,700,1340
3,1,60,50,2,1,2,69,90,0,0,1300,1490
2,6,36,49,2,2,4,45,50,0,0,1600,2640
15,2,48,30,2,1,3,75,100,27000,5000,900,900
13,2,60,32,2,1,1,75,182,5000,2500,1300,1569
11,1,60,37,1,2,1,74,135,0,0,1400,1937
2,2,60,24,2,1,2,45,67,4100,2800,1400,1403
1,2,60,25,2,1,2,60,137,2700,1900,1150,1255
3,1,54,23,2,1,1,59,140,0,0,1300,1345
1,5,60,22,1,1,1,35,85,0,0,1950,2134
37,2,60,52,2,1,1,45,324,7000,0,1550,1590
0,2,60,29,2,2,1,45,100,4500,0,1200,1406
5,1,60,43,1,1,3,39,42,0,0,1600,1872
4,2,60,35,2,1,1,60,251,6500,4000,1000,1123
1,5,60,27,1,1,1,35,180,0,0,1000,1067
10,5,60,34,2,2,3,60,400,12000,0,2075,2253
20,1,36,39,2,1,1,91,158,0,0,380,580
1,2,36,51,2,1,1,75,300,6000,0,1450,1992
15,1,12,35,4,1,1,44,90,9000,0,400,1400
12,2,60,33,2,2,3,90,146,15000,0,1150,1284
0,2,60,30,2,2,1,75,255,4000,0,1500,1749
5,2,60,25,1,1,3,35,250,14000,0,1400,2125
6,2,60,53,2,1,3,45,50,16000,0,1000,1505
6,1,60,26,2,1,1,60,150,0,0,1200,1376
35,6,60,63,3,1,1,35,190,0,0,750,1138
9,1,60,30,2,1,1,63,178,0,0,1680,1931
12,2,60,43,2,2,1,75,254,14000,2900,1200,1698
20,1,60,35,1,1,1,56,110,0,0,1000,1279
15,2,36,49,2,1,3,75,70,3572,1728,1650,2755
3,1,60,34,2,2,1,85,100,0,0,1000,1600
2,2,60,26,2,2,1,60,137,4000,350,1200,2200
10,2,60,30,2,2,1,60,242,7500,0,1550,1904
9,2,60,51,2,1,1,90,85,4000,0,1380,1580
1,1,36,40,2,1,1,58,125,0,0,700,700
30,5,24,53,2,1,3,90,500,0,0,600,1100
12,6,60,33,2,1,1,60,140,0,0,1650,1910
1,1,60,24,2,1,1,52,70,0,0,1200,1360
3,1,60,25,2,1,1,60,150,0,0,700,1030
15,2,36,44,2,2,1,90,245,4000,0,375,460
2,2,60,33,2,1,3,75,193,5000,0,1150,1339
4,5,24,27,1,1,1,35,110,0,0,370,525
4,1,60,24,2,1,1,52,70,0,0,1000,1315
2,1,60,32,2,1,2,87,115,2000,0,1250,1517
6,5,48,32,1,2,1,35,85,0,0,1100,1330
6,1,60,36,1,1,1,85,400,0,0,1000,1290
6,5,60,27,1,1,1,35,130,0,0,1600,1900
15,1,18,55,2,1,3,102,120,20000,0,1150,1366
1,1,60,39,2,2,1,130,250,0,0,1900,4063
16,2,48,36,2,1,1,75,108,4000,0,500,1064
12,2,60,38,2,1,3,75,225,4500,900,1000,1606
2,2,36,37,2,1,2,105,300,5000,0,1000,1570
20,2,60,36,2,1,1,75,250,2500,0,1350,1381
2,2,24,49,1,1,3,35,150,32000,0,800,816
15,1,60,37,2,2,1,107,319,0,0,1800,2215
20,1,60,49,2,1,1,85,100,0,0,1420,1586
4,1,12,28,1,1,1,40,51,0,0,300,1469
12,2,60,27,2,1,1,45,145,3500,0,1000,1556
10,1,48,47,1,1,1,52,168,6000,0,850,1720
1,1,60,44,2,1,1,65,54,0,0,1550,1650
3,1,48,29,2,1,1,85,100,0,0,1000,1191
12,5,60,35,2,1,1,60,115,0,0,1000,1127
10,2,48,31,2,1,1,60,180,7500,1200,1000,1480
3,5,60,23,1,1,1,35,63,0,0,800,1258
5,2,48,46,2,1,1,60,130,4000,0,950,1544
20,2,60,50,2,1,1,60,170,6000,0,1300,1404
3,2,48,26,1,1,1,35,157,7000,0,1200,2053
9,2,60,28,2,1,1,90,64,1750,0,1055,1430
0,2,48,61,3,1,4,35,35,4000,200,650,962
15,6,24,46,2,1,1,75,150,18000,0,1400,1400
4,2,12,25,2,1,1,45,65,2000,0,350,1571
5,5,36,22,1,1,1,35,100,0,0,1000,1200
11,1,60,38,2,1,1,91,160,0,0,600,1200
20,6,60,57,2,1,4,60,215,11000,0,1600,1842
4,2,48,26,2,1,1,75,112,4000,0,750,841
2,6,60,24,2,1,2,45,126,0,0,1450,1585
14,2,60,51,2,1,1,90,150,3500,0,950,957
4,2,24,26,1,1,1,35,136,2500,0,450,950
10,2,60,46,3,1,3,45,123,3500,0,1100,1375
12,2,60,37,2,1,1,90,80,5000,0,1600,1800
6,2,48,55,2,1,3,45,72,16000,0,1760,2212
14,3,60,38,2,1,1,60,110,8000,400,450,1133
5,1,60,24,2,1,1,56,111,0,0,1000,1570
5,5,36,27,1,1,2,35,60,0,0,500,1569
1,3,48,36,1,2,1,35,173,7700,0,1000,2008
20,2,18,62,2,1,1,60,125,5000,0,500,1150
2,5,24,19,1,1,2,35,60,0,0,530,630
0,3,60,32,2,1,2,75,160,6000,0,1200,1571
3,1,48,43,2,1,2,73,126,0,0,1300,1770
6,2,36,34,2,2,1,60,148,9000,4090,500,1600
11,2,48,34,2,1,1,75,170,3500,435,1500,1627
6,1,24,34,2,1,1,68,230,0,0,500,1094
9,2,60,30,2,1,3,60,166,4000,1500,1350,1570
9,2,60,40,4,2,1,35,67,1600,0,800,935
18,2,36,49,2,1,1,60,80,15000,0,800,1419
10,1,48,40,2,1,2,66,60,0,0,500,820
1,5,60,24,1,1,1,35,91,0,0,900,1060
0,5,12,35,1,1,2,35,96,0,0,350,600
3,5,60,36,2,1,1,75,180,0,0,1200,1372
40,2,24,62,2,1,3,60,130,15000,0,250,758
4,2,60,24,2,1,2,45,67,4000,2000,1000,1164
14,2,60,44,2,1,1,75,100,3500,0,1210,1450
5,2,60,57,2,1,1,60,830,18000,0,2000,2125
11,2,60,25,2,1,1,45,125,2500,700,1300,1557
1,2,48,30,2,1,3,60,30,4000,0,900,1700
6,1,48,65,2,1,4,69,237,0,0,1571,1571
13,5,60,32,2,1,1,60,152,0,0,900,1654
2,2,24,43,2,1,1,60,95,3000,0,300,350
10,1,30,48,2,1,1,74,139,5000,0,300,420
0,5,48,25,1,1,3,45,145,7000,0,1700,2173
0,6,36,36,2,2,3,45,300,30000,0,3000,6802
12,2,24,47,2,1,1,60,135,2500,0,550,1061
4,5,60,22,1,1,1,35,80,0,0,1200,1425
22,2,36,47,2,1,1,60,100,2250,0,450,546
4,2,6,42,2,1,1,45,275,4800,1200,2400,3400
2,2,48,40,2,2,1,90,250,9000,7000,1250,1776
3,2,36,40,2,1,1,75,125,3500,0,800,1200
18,2,48,43,2,1,1,90,100,3500,0,1400,1403
4,1,60,38,2,2,1,118,130,0,0,900,1086
14,6,60,41,2,2,1,75,131,0,0,1200,1200
4,2,60,55,2,1,3,60,350,13000,3000,1700,2200
5,5,60,32,2,1,3,60,538,0,0,1400,2360
3,5,18,42,2,1,3,75,276,1500,0,750,1758
3,5,60,23,1,1,1,35,107,0,0,700,1783
15,2,60,50,3,1,1,45,156,9800,0,700,1136
18,2,60,49,2,1,1,90,110,5200,600,1350,1557
27,2,48,62,2,1,1,60,260,4000,500,800,886
5,1,36,23,2,1,1,68,81,0,0,400,400
1,2,60,33,2,1,2,75,76,2500,550,800,1105
6,6,60,25,2,1,1,60,98,0,0,600,1131
22,2,60,37,2,1,1,60,132,6000,1500,1400,1571
5,5,36,27,1,1,1,35,105,9500,2350,1000,1443
3,2,60,47,2,1,1,75,300,8000,0,1060,1160
1,5,48,22,2,1,1,45,117,0,0,768,896
20,6,60,39,2,1,1,60,119,0,0,1300,1639
0,2,24,46,2,1,1,90,140,30000,0,350,1571
1,5,48,19,1,1,1,35,70,0,0,1000,1075
8,2,60,24,1,1,3,35,265,8000,0,1200,1590
12,1,36,43,2,1,1,78,180,0,0,1600,2200
1,2,36,42,2,1,2,60,62,3000,0,300,450
5,3,24,32,1,1,3,35,189,7750,3900,1000,1536
1,1,60,27,1,1,1,43,75,0,0,1000,1375
0,5,60,34,1,1,2,35,70,0,0,900,1005
10,2,60,43,2,1,1,75,188,5000,0,1000,1264
5,5,36,21,1,1,1,35,150,0,0,1000,1313
13,2,48,36,2,1,1,45,124,3000,0,700,1365
3,5,60,23,1,1,1,45,113,4000,0,900,1105
15,6,24,40,2,1,1,75,98,0,0,500,1100
12,3,60,38,2,2,1,90,195,1500,200,1150,1310
2,1,36,58,2,1,4,61,159,10000,0,950,1265
2,3,24,41,2,2,3,135,959,2000,500,1050,1474
20,1,36,39,2,1,3,92,170,12000,0,950,980
1,5,24,19,1,1,1,35,28,0,0,400,600
2,1,48,31,2,1,3,102,268,0,0,1400,1635
0,2,48,28,2,1,2,60,155,4500,1641,800,1376
24,1,36,49,2,1,1,84,240,0,0,675,675
0,2,60,47,2,2,1,90,500,20000,0,1800,2000
4,2,60,42,2,1,1,75,135,4000,0,978,978
3,5,60,25,1,1,2,35,225,0,0,1130,1130
3,2,48,48,2,1,3,45,100,4000,0,1600,2600
30,2,36,52,2,1,1,60,190,5000,0,800,950
1,2,60,37,2,1,3,60,200,9000,0,1400,1493
4,1,36,45,2,1,1,105,154,12000,0,600,2240
13,2,60,30,2,1,1,45,210,14000,0,1100,1224
4,1,36,38,2,2,1,60,145,0,0,650,1000
22,2,60,50,2,1,1,90,210,16000,0,2100,2500
1,5,60,29,2,2,2,35,102,0,0,1100,1120
0,2,36,42,2,1,1,105,75,10000,0,400,725
0,2,36,37,2,1,3,75,150,7000,1500,500,720
1,5,36,36,1,1,1,35,120,0,0,1000,2470
15,1,60,33,2,2,3,64,36,0,0,1150,1150
15,2,36,41,2,1,3,90,129,16000,0,1000,1655
6,5,60,23,2,1,1,45,125,0,0,900,1389
8,6,48,30,2,1,1,75,156,0,0,1100,1310
12,2,60,27,2,1,1,60,72,2500,1300,750,758
8,6,24,33,2,1,1,75,166,0,0,1150,1770
1,5,36,23,1,1,2,35,75,0,0,350,425
22,2,24,41,2,1,1,90,125,4700,400,250,1035
20,1,60,52,2,1,3,70,250,4100,0,1200,1226
25,2,36,58,2,1,1,45,128,30000,0,1500,1750
11,2,36,46,2,1,1,60,155,16500,0,1000,1800
4,2,60,28,2,1,1,60,459,22000,9700,600,2150
9,2,48,38,2,1,1,75,360,8000,4000,1700,1713
1,1,36,39,2,1,1,85,100,0,0,600,975
10,1,60,24,2,1,1,53,80,0,0,400,650
4,2,60,41,2,1,1,90,250,10000,2000,800,916
24,6,36,51,2,1,1,45,105,0,0,625,625
30,2,36,56,2,2,3,105,300,30000,1300,1100,1318
1,6,24,24,2,1,3,60,137,0,0,300,750
20,2,12,49,2,1,1,90,110,15000,0,125,325
1,2,36,21,1,1,1,35,127,10000,0,850,1014
13,2,60,34,4,1,1,35,56,7000,1500,1250,1525
1,2,60,38,2,1,1,90,75,5000,0,1000,1144
2,2,36,58,3,1,4,35,52,4000,0,400,550
0,5,60,39,1,1,1,35,100,0,0,1000,1556
14,1,60,60,2,1,1,62,170,8000,0,915,1396
6,3,60,23,1,1,1,35,150,5050,3800,1000,2470
17,2,12,37,2,1,1,75,188,7000,1000,600,1890
8,3,36,48,2,2,1,75,175,1000,0,475,575
4,5,60,26,2,1,1,45,64,0,0,1150,1294
1,5,36,23,1,1,2,35,110,0,0,650,710
13,2,60,34,2,1,1,45,186,3000,0,1900,2600
19,2,60,46,1,1,1,75,140,6000,0,1800,1849
12,2,12,51,2,1,3,45,200,2000,0,350,450
13,2,60,45,2,1,1,90,135,4750,3500,1100,1369
4,2,60,55,2,1,1,45,130,9000,0,1800,2281
0,2,48,39,2,1,3,60,200,5500,0,3075,4575
11,2,60,26,2,1,1,45,90,3000,0,900,931
31,2,60,47,2,1,1,60,175,8000,1500,1000,1330
2,2,18,31,2,1,2,90,197,5000,300,860,1192
3,2,48,50,2,1,1,90,125,12000,0,800,950
6,2,36,39,2,2,3,45,170,14000,1200,1100,1900
10,1,48,36,2,2,3,100,247,0,0,1500,1810
0,6,60,47,2,2,4,45,250,100000,0,1300,1700
20,2,24,45,2,1,1,75,130,5000,0,450,1318
8,6,24,40,2,2,1,75,207,0,0,600,750
15,1,60,36,2,2,3,97,65,0,0,1000,1168
2,2,36,43,2,2,3,90,180,8000,560,700,1300
4,2,48,44,2,1,3,60,250,40000,9300,700,1111
1,2,60,55,2,1,4,45,129,3000,0,970,1264
1,6,48,26,1,1,2,35,116,2000,0,1100,1123
9,2,60,33,2,1,1,75,88,2500,0,1000,1386
11,1,24,27,2,1,2,72,120,0,0,900,1395
2,1,60,24,2,1,1,70,100,0,0,900,1127
0,2,60,29,2,1,1,60,100,5000,0,800,960
1,5,60,20,1,1,3,35,113,13000,0,1500,2179
20,2,36,46,2,2,3,105,80,9000,0,850,886
30,2,60,62,2,1,1,60,150,3200,400,800,1314
2,5,60,27,1,1,1,35,71,3500,0,600,960
1,1,60,52,5,1,1,55,99,0,0,750,873
2,6,36,26,1,1,1,35,63,0,0,300,1111
5,2,60,43,2,2,3,75,166,7000,700,1000,1040
15,5,60,34,2,1,1,45,108,0,0,1000,1995
15,1,60,37,2,1,1,58,134,500,0,900,1333
5,1,36,37,2,1,1,74,138,0,0,900,1358
3,2,48,39,2,1,1,60,110,3000,0,1270,1613
2,2,60,26,2,1,1,45,160,3500,0,1300,1855
2,2,60,34,2,1,1,60,176,4000,450,1800,2271
1,5,60,30,4,1,2,35,70,0,0,925,925
4,1,60,26,2,1,1,51,60,0,0,1750,1950
20,6,6,58,2,2,1,45,130,0,0,500,2058
1,5,60,36,1,1,1,35,176,0,0,1100,1600
13,2,60,40,2,1,1,90,130,3000,0,800,860
7,2,36,49,3,1,1,35,108,12000,0,350,875
1,2,60,25,2,1,3,60,150,10000,2000,1000,1260
6,1,36,33,2,1,1,108,183,0,0,950,1705
18,1,60,38,2,1,1,56,108,0,0,1000,1307
15,6,36,38,2,2,3,90,200,6000,0,1550,1982
11,1,12,33,2,1,1,78,180,0,0,300,1479
15,1,60,42,2,1,1,58,130,0,0,1000,1308
1,1,48,47,2,1,1,74,140,0,0,2000,2201
0,2,60,25,2,1,1,75,141,3500,0,1250,1350
17,2,48,42,2,1,1,60,127,3500,0,700,1386
21,2,48,52,2,1,1,60,117,3000,0,1650,2276
13,1,36,36,2,2,1,88,130,0,0,400,1608
5,2,60,28,2,2,3,75,240,3000,0,1300,1585
18,5,60,33,1,2,1,35,425,0,0,900,1320
10,2,60,46,2,2,3,75,800,25000,2050,2600,3190
3,5,60,22,1,1,1,35,80,0,0,1000,1500
1,1,60,22,1,1,1,45,95,0,0,1250,1571
3,2,60,23,1,1,2,35,71,1500,0,1150,1386
8,6,60,29,2,1,1,45,135,0,0,1400,1680
4,5,36,29,1,1,1,35,47,0,0,400,450
10,5,12,37,2,1,1,90,250,3000,0,240,1488
3,6,12,30,1,1,3,35,150,0,0,920,1396
29,2,48,52,2,1,1,60,118,6500,0,750,1255
12,2,48,46,2,1,1,60,130,6000,0,1480,1883
15,2,36,51,2,1,1,45,125,4000,200,375,375
5,1,60,28,2,1,3,77,171,0,0,2500,3070
0,2,36,33,2,1,1,45,265,2500,1100,1400,2189
10,1,60,39,1,1,3,45,100,0,0,1450,1692
4,1,60,33,2,1,3,82,69,0,0,2000,2216
12,2,48,40,2,1,1,75,293,4000,0,1298,1298
13,3,24,59,3,1,1,35,87,1200,0,425,750
16,2,60,32,2,1,1,45,110,6000,2000,1400,1830
2,2,60,45,2,1,3,75,75,2500,0,1100,1242
3,6,48,38,2,1,3,75,40,3500,0,600,882
4,2,60,26,2,1,1,45,140,3500,1500,600,1137
0,5,36,21,1,1,2,45,161,2500,0,580,580
2,5,6,31,1,1,1,35,70,0,0,850,1403
18,2,36,32,2,1,1,75,65,2500,0,700,957
4,6,24,40,2,1,2,60,66,0,0,1300,1300
4,1,48,29,2,2,1,42,73,0,0,579,1097
7,1,36,33,2,1,3,78,178,0,0,700,1033
0,5,60,29,4,1,2,35,140,0,0,763,913
2,2,60,57,1,1,3,35,50,15000,0,960,962
2,2,60,23,2,1,1,45,78,5000,6300,1075,1123
11,2,60,38,2,1,3,60,350,7500,0,1500,1800
1,1,48,45,2,1,1,59,140,0,0,1800,1980
2,2,36,51,2,1,2,75,125,4500,0,600,989
22,1,48,42,2,2,1,102,121,0,0,1000,1250
0,2,60,22,1,1,2,35,155,6500,0,1100,1646
2,3,48,26,1,1,1,35,133,3000,0,1000,1114
20,2,60,51,2,1,1,75,117,2000,0,1000,1365
1,5,36,33,1,1,1,35,125,0,0,600,1600
5,3,48,43,2,2,1,75,136,2500,500,940,1133
3,2,12,32,2,1,3,75,25,3600,1800,100,550
11,1,36,52,2,1,1,93,176,0,0,350,350
20,6,12,65,2,2,3,45,430,70000,0,1000,1321
1,1,60,32,2,1,1,88,125,0,0,1200,1225
8,2,60,29,3,1,1,35,79,4000,0,850,950
1,1,36,25,2,2,2,69,92,0,0,475,550
0,5,60,22,2,1,1,45,176,0,0,1150,1277
2,3,60,53,2,1,1,75,85,7000,0,1050,1172
1,2,24,47,2,1,1,90,188,9000,0,700,1318
2,1,48,34,2,1,3,75,300,0,0,1700,2185
1,5,60,23,1,1,1,35,100,0,0,1500,2610
13,1,60,54,2,1,1,57,120,0,0,1000,1257
1,5,12,22,1,1,2,35,60,0,0,100,600
1,1,48,46,2,1,1,103,125,1500,0,1100,1408
19,2,12,42,2,1,1,90,464,5000,0,1100,2413
5,5,60,45,2,2,1,35,176,0,0,1000,1388
19,5,60,49,1,1,1,35,90,0,0,1600,1636
8,2,60,28,2,1,3,60,200,9000,0,750,850
1,5,24,22,1,1,1,35,415,0,0,700,1757
11,2,60,27,2,1,1,45,318,8000,3300,1350,1600
6,2,18,33,1,1,1,35,163,6000,0,1200,2022
4,1,60,52,2,1,1,97,72,0,0,1200,1200
2,2,60,34,2,1,1,45,156,5000,198,1550,1550
0,2,36,43,3,1,4,35,49,2000,0,400,710
8,2,60,40,2,1,1,75,110,3000,0,950,1286
3,2,60,31,2,1,1,45,140,5500,1200,900,1400
2,2,36,31,2,1,3,60,92,2500,850,600,1638
6,2,24,42,2,1,2,60,145,3000,0,500,1850
2,5,60,35,2,1,1,75,104,0,0,1200,1677
4,2,36,42,2,2,3,75,400,12000,0,1500,1900
0,2,48,24,2,1,2,45,95,5000,0,1000,1601
5,2,6,31,2,1,3,60,150,5000,0,300,1200
1,5,12,53,1,1,1,35,160,0,0,250,1456
14,2,60,59,2,1,1,60,177,10000,0,1450,1456
12,2,48,38,2,1,1,60,85,3000,0,500,960
6,1,36,49,2,2,3,113,380,0,0,1000,1337
13,2,60,42,2,1,1,60,107,4000,0,1000,1359
0,2,36,54,2,1,4,45,134,2500,0,625,801
21,1,60,39,2,1,1,124,191,2000,0,2000,2536
0,2,60,48,2,1,2,75,100,7000,0,1000,1129
2,5,36,20,1,1,1,35,110,0,0,500,1314
5,6,48,32,2,2,1,45,225,0,0,1000,1812
15,5,60,51,2,2,1,60,100,0,0,300,1742
35,2,48,54,2,1,1,60,217,5000,0,1250,1455
3,6,36,40,2,2,1,75,176,0,0,950,1150
3,2,24,29,2,1,1,45,254,6000,800,500,1900
3,6,60,27,2,1,1,90,126,4000,0,1400,1800
0,2,60,57,2,1,3,45,200,3500,0,950,1070
1,6,60,36,2,1,1,60,101,0,0,850,1098
10,5,60,31,2,1,1,60,119,0,0,1600,1750
0,2,48,22,1,1,1,35,152,4000,0,1210,1325
0,5,48,40,2,1,2,90,113,3500,0,600,710
18,6,36,54,2,1,1,75,119,0,0,300,1268
8,5,60,26,1,1,3,35,75,7000,0,850,989
21,1,60,36,2,1,1,83,80,0,0,1220,1505
0,5,36,22,2,1,2,60,137,0,0,700,900
4,3,36,26,2,1,1,45,107,3000,0,700,700
5,2,60,36,2,1,3,90,62,3000,0,650,1295
5,2,60,36,2,1,3,90,62,3000,0,650,1295
19,1,60,37,2,2,1,88,125,0,0,750,970
4,1,60,28,2,1,1,79,190,4000,0,1250,1250
12,2,24,56,2,2,1,60,124,1000,0,500,1495
3,2,36,35,2,2,2,60,144,3000,0,475,690
0,2,60,31,2,2,1,45,184,3500,0,1550,1679
5,5,24,26,1,1,3,35,100,0,0,800,2450
10,2,12,34,2,1,1,75,80,4500,3500,300,1600
2,1,60,36,2,1,1,58,129,0,0,1125,1575
3,2,24,29,2,1,1,60,225,9000,0,600,980
13,2,48,33,2,1,1,75,191,8000,2000,1400,1602
2,1,24,28,2,1,1,75,150,0,0,512,1255
5,3,60,24,2,1,1,45,127,2000,0,1000,1282
43,2,60,57,2,2,1,45,283,8000,0,900,1168
15,5,60,34,1,1,1,45,195,17000,0,1200,1200
2,2,36,38,2,1,1,45,114,3600,0,650,1100
0,1,60,36,2,2,1,85,100,0,0,1100,1256
0,1,36,29,1,1,2,46,113,0,0,1100,1110
9,2,60,47,2,1,3,75,178,50000,0,1850,1852
15,2,48,53,2,1,3,75,100,17000,0,500,1114
10,2,60,34,2,2,1,60,310,3000,0,1600,1849
2,6,60,21,1,1,1,35,86,0,0,1400,1600
10,6,36,32,1,1,1,35,139,0,0,1100,2471
0,2,60,32,1,1,2,35,94,7500,0,1350,1583
1,1,36,24,2,1,1,59,135,0,0,650,1136
23,3,60,51,2,2,1,45,110,2500,0,800,1343
3,2,48,29,2,1,1,45,145,3500,0,700,1104
4,5,54,38,5,1,1,35,53,0,0,850,1129
18,2,42,38,2,1,3,75,229,8000,0,1700,1850
12,2,60,47,2,2,3,75,285,20000,0,1440,1440
