Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,ProbDef
0,2,2,60,26,2,1,1,45,160,3500,0,1300,1855,0.2197230816110129
0,2,2,60,34,2,1,1,60,176,4000,450,1800,2271,0.32657042828505634
1,1,5,60,30,4,1,2,35,70,0,0,925,925,0.5281983710255956
0,4,1,60,26,2,1,1,51,60,0,0,1750,1950,0.6548673034335761
0,20,6,6,58,2,2,1,45,130,0,0,500,2058,0.02235771848063576
0,1,5,60,36,1,1,1,35,176,0,0,1100,1600,0.14181156908576964
0,13,2,60,40,2,1,1,90,130,3000,0,800,860,0.1555138826115098
0,7,2,36,49,3,1,1,35,108,12000,0,350,875,0.07237757146098693
0,1,2,60,25,2,1,3,60,150,10000,2000,1000,1260,0.35471436978483506
0,6,1,36,33,2,1,1,108,183,0,0,950,1705,0.1859487436666961
0,18,1,60,38,2,1,1,56,108,0,0,1000,1307,0.10577480911560708
0,15,6,36,38,2,2,3,90,200,6000,0,1550,1982,0.2839121837721649
0,11,1,12,33,2,1,1,78,180,0,0,300,1479,0.046084769969848706
0,15,1,60,42,2,1,1,58,130,0,0,1000,1308,0.11149662342827152
1,1,1,48,47,2,1,1,74,140,0,0,2000,2201,0.6516107599793939
0,0,2,60,25,2,1,1,75,141,3500,0,1250,1350,0.4807890911177087
0,17,2,48,42,2,1,1,60,127,3500,0,700,1386,0.041939683877527806
0,21,2,48,52,2,1,1,60,117,3000,0,1650,2276,0.08057746098865225
0,13,1,36,36,2,2,1,88,130,0,0,400,1608,0.09638603691617556
0,5,2,60,28,2,2,3,75,240,3000,0,1300,1585,0.4233735015904509
0,18,5,60,33,1,2,1,35,425,0,0,900,1320,0.010551895653984447
0,10,2,60,46,2,2,3,75,800,25000,2050,2600,3190,0.004391077386219658
0,3,5,60,22,1,1,1,35,80,0,0,1000,1500,0.24510676393638317
0,1,1,60,22,1,1,1,45,95,0,0,1250,1571,0.4647138786065622
1,3,2,60,23,1,1,2,35,71,1500,0,1150,1386,0.45956218468533233
0,8,6,60,29,2,1,1,45,135,0,0,1400,1680,0.21305186941845555
0,4,5,36,29,1,1,1,35,47,0,0,400,450,0.35539814476912557
0,10,5,12,37,2,1,1,90,250,3000,0,240,1488,0.016485029464422846
0,3,6,12,30,1,1,3,35,150,0,0,920,1396,0.32885723320969995
0,29,2,48,52,2,1,1,60,118,6500,0,750,1255,0.01593067020461051
0,12,2,48,46,2,1,1,60,130,6000,0,1480,1883,0.16706743197878748
0,15,2,36,51,2,1,1,45,125,4000,200,375,375,0.09284106460906463
0,5,1,60,28,2,1,3,77,171,0,0,2500,3070,0.6054982644723388
0,0,2,36,33,2,1,1,45,265,2500,1100,1400,2189,0.15478852768794188
0,10,1,60,39,1,1,3,45,100,0,0,1450,1692,0.36499314987593073
1,4,1,60,33,2,1,3,82,69,0,0,2000,2216,0.7867004066186283
0,12,2,48,40,2,1,1,75,293,4000,0,1298,1298,0.09640978136025129
0,13,3,24,59,3,1,1,35,87,1200,0,425,750,0.11132129029552222
0,16,2,60,32,2,1,1,45,110,6000,2000,1400,1830,0.13154930628453373
0,2,2,60,45,2,1,3,75,75,2500,0,1100,1242,0.5465960185765459
1,3,6,48,38,2,1,3,75,40,3500,0,600,882,0.39751121102362375
0,4,2,60,26,2,1,1,45,140,3500,1500,600,1137,0.13310846390706393
1,0,5,36,21,1,1,2,45,161,2500,0,580,580,0.34849677237649396
0,2,5,6,31,1,1,1,35,70,0,0,850,1403,0.4108133371056583
0,18,2,36,32,2,1,1,75,65,2500,0,700,957,0.17047640947773846
0,4,6,24,40,2,1,2,60,66,0,0,1300,1300,0.6697616977063439
1,4,1,48,29,2,2,1,42,73,0,0,579,1097,0.4568109310937025
0,7,1,36,33,2,1,3,78,178,0,0,700,1033,0.26571089996163433
0,0,5,60,29,4,1,2,35,140,0,0,763,913,0.32288225968442147
1,2,2,60,57,1,1,3,35,50,15000,0,960,962,0.34290649736474893
1,2,2,60,23,2,1,1,45,78,5000,6300,1075,1123,0.6113627431474424
0,11,2,60,38,2,1,3,60,350,7500,0,1500,1800,0.05130122863161537
0,1,1,48,45,2,1,1,59,140,0,0,1800,1980,0.5900327007065811
0,2,2,36,51,2,1,2,75,125,4500,0,600,989,0.25933454322099864
0,22,1,48,42,2,2,1,102,121,0,0,1000,1250,0.2430438724468526
0,0,2,60,22,1,1,2,35,155,6500,0,1100,1646,0.2162634035141799
0,2,3,48,26,1,1,1,35,133,3000,0,1000,1114,0.32978876148293523
0,20,2,60,51,2,1,1,75,117,2000,0,1000,1365,0.0635049510051622
1,1,5,36,33,1,1,1,35,125,0,0,600,1600,0.09996462396660857
0,5,3,48,43,2,2,1,75,136,2500,500,940,1133,0.4776242598133088
0,3,2,12,32,2,1,3,75,25,3600,1800,100,550,0.5289145025264624
1,11,1,36,52,2,1,1,93,176,0,0,350,350,0.14520276177385566
0,20,6,12,65,2,2,3,45,430,70000,0,1000,1321,0.001066911969397843
1,1,1,60,32,2,1,1,88,125,0,0,1200,1225,0.5626913689899716
0,8,2,60,29,3,1,1,35,79,4000,0,850,950,0.2626088046188005
1,1,1,36,25,2,2,2,69,92,0,0,475,550,0.7583475945946553
0,0,5,60,22,2,1,1,45,176,0,0,1150,1277,0.31906285194855766
1,2,3,60,53,2,1,1,75,85,7000,0,1050,1172,0.33654323473490577
0,1,2,24,47,2,1,1,90,188,9000,0,700,1318,0.1528762040904494
0,2,1,48,34,2,1,3,75,300,0,0,1700,2185,0.27988836112687865
1,1,5,60,23,1,1,1,35,100,0,0,1500,2610,0.1843979274591208
0,13,1,60,54,2,1,1,57,120,0,0,1000,1257,0.12949178553901458
0,1,5,12,22,1,1,2,35,60,0,0,100,600,0.330844515330591
1,1,1,48,46,2,1,1,103,125,1500,0,1100,1408,0.44641299527127054
0,19,2,12,42,2,1,1,90,464,5000,0,1100,2413,0.003148762079027541
0,5,5,60,45,2,2,1,35,176,0,0,1000,1388,0.22195046109827696
0,19,5,60,49,1,1,1,35,90,0,0,1600,1636,0.14962273754154387
0,8,2,60,28,2,1,3,60,200,9000,0,750,850,0.1347886361106415
0,1,5,24,22,1,1,1,35,415,0,0,700,1757,0.01544945218031617
0,11,2,60,27,2,1,1,45,318,8000,3300,1350,1600,0.05774373502542086
0,6,2,18,33,1,1,1,35,163,6000,0,1200,2022,0.14371077202814256
1,4,1,60,52,2,1,1,97,72,0,0,1200,1200,0.5567275532089151
0,2,2,60,34,2,1,1,45,156,5000,198,1550,1550,0.424147551378205
1,0,2,36,43,3,1,4,35,49,2000,0,400,710,0.5093107225590745
0,8,2,60,40,2,1,1,75,110,3000,0,950,1286,0.19415771618967323
0,3,2,60,31,2,1,1,45,140,5500,1200,900,1400,0.1689148835777188
0,2,2,36,31,2,1,3,60,92,2500,850,600,1638,0.22685567924644892
0,6,2,24,42,2,1,2,60,145,3000,0,500,1850,0.056310294277233705
0,2,5,60,35,2,1,1,75,104,0,0,1200,1677,0.311811621254849
0,4,2,36,42,2,2,3,75,400,12000,0,1500,1900,0.1620458527370461
0,0,2,48,24,2,1,2,45,95,5000,0,1000,1601,0.35695737610611655
0,5,2,6,31,2,1,3,60,150,5000,0,300,1200,0.14812322072510462
0,1,5,12,53,1,1,1,35,160,0,0,250,1456,0.04697519718496672
0,14,2,60,59,2,1,1,60,177,10000,0,1450,1456,0.10092335895118087
0,12,2,48,38,2,1,1,60,85,3000,0,500,960,0.10672246666079215
1,6,1,36,49,2,2,3,113,380,0,0,1000,1337,0.21309953257359238
0,13,2,60,42,2,1,1,60,107,4000,0,1000,1359,0.11656462773148853
0,0,2,36,54,2,1,4,45,134,2500,0,625,801,0.4033781583977762
0,21,1,60,39,2,1,1,124,191,2000,0,2000,2536,0.12187352280079819
1,0,2,60,48,2,1,2,75,100,7000,0,1000,1129,0.4144147254666487
0,2,5,36,20,1,1,1,35,110,0,0,500,1314,0.13929058195074542
1,5,6,48,32,2,2,1,45,225,0,0,1000,1812,0.1306341668526792
0,15,5,60,51,2,2,1,60,100,0,0,300,1742,0.02228256334404734
0,35,2,48,54,2,1,1,60,217,5000,0,1250,1455,0.01139601344379786
1,3,6,36,40,2,2,1,75,176,0,0,950,1150,0.46457711547991837
0,3,2,24,29,2,1,1,45,254,6000,800,500,1900,0.024818960211989018
1,3,6,60,27,2,1,1,90,126,4000,0,1400,1800,0.3148428379499589
0,0,2,60,57,2,1,3,45,200,3500,0,950,1070,0.2333251729167713
1,1,6,60,36,2,1,1,60,101,0,0,850,1098,0.287467900192305
1,10,5,60,31,2,1,1,60,119,0,0,1600,1750,0.31033895520111054
0,0,2,48,22,1,1,1,35,152,4000,0,1210,1325,0.4094727990282901
1,0,5,48,40,2,1,2,90,113,3500,0,600,710,0.37837643764213164
0,18,6,36,54,2,1,1,75,119,0,0,300,1268,0.01793140380681858
0,8,5,60,26,1,1,3,35,75,7000,0,850,989,0.2354921434003661
0,21,1,60,36,2,1,1,83,80,0,0,1220,1505,0.1545885758670888
1,0,5,36,22,2,1,2,60,137,0,0,700,900,0.42190670530219754
0,4,3,36,26,2,1,1,45,107,3000,0,700,700,0.3838203719453445
1,5,2,60,36,2,1,3,90,62,3000,0,650,1295,0.26833879384805515
1,5,2,60,36,2,1,3,90,62,3000,0,650,1295,0.26833879384805515
0,19,1,60,37,2,2,1,88,125,0,0,750,970,0.20511683155403634
1,4,1,60,28,2,1,1,79,190,4000,0,1250,1250,0.34243234456399435
0,12,2,24,56,2,2,1,60,124,1000,0,500,1495,0.11273767267041432
1,3,2,36,35,2,2,2,60,144,3000,0,475,690,0.47827532367654585
1,0,2,60,31,2,2,1,45,184,3500,0,1550,1679,0.6124342507689076
0,5,5,24,26,1,1,3,35,100,0,0,800,2450,0.07999512243156429
0,10,2,12,34,2,1,1,75,80,4500,3500,300,1600,0.09035711670381648
0,2,1,60,36,2,1,1,58,129,0,0,1125,1575,0.2985899447001352
0,3,2,24,29,2,1,1,60,225,9000,0,600,980,0.12803876277636503
0,13,2,48,33,2,1,1,75,191,8000,2000,1400,1602,0.16777116269809714
0,2,1,24,28,2,1,1,75,150,0,0,512,1255,0.2238569509962663
0,5,3,60,24,2,1,1,45,127,2000,0,1000,1282,0.23553247396590143
1,43,2,60,57,2,2,1,45,283,8000,0,900,1168,0.003021634994986286
0,15,5,60,34,1,1,1,45,195,17000,0,1200,1200,0.04399251863701434
0,2,2,36,38,2,1,1,45,114,3600,0,650,1100,0.23539576157765277
1,0,1,60,36,2,2,1,85,100,0,0,1100,1256,0.7452000700335987
0,0,1,36,29,1,1,2,46,113,0,0,1100,1110,0.6516657464455736
0,9,2,60,47,2,1,3,75,178,50000,0,1850,1852,0.07789161492677282
0,15,2,48,53,2,1,3,75,100,17000,0,500,1114,0.04236775089910649
0,10,2,60,34,2,2,1,60,310,3000,0,1600,1849,0.17871109424549578
1,2,6,60,21,1,1,1,35,86,0,0,1400,1600,0.43174681808794496
0,10,6,36,32,1,1,1,35,139,0,0,1100,2471,0.03803391026173106
0,0,2,60,32,1,1,2,35,94,7500,0,1350,1583,0.4384310778196163
0,1,1,36,24,2,1,1,59,135,0,0,650,1136,0.31586382414717606
0,23,3,60,51,2,2,1,45,110,2500,0,800,1343,0.057117326575530716
0,3,2,48,29,2,1,1,45,145,3500,0,700,1104,0.18492756423800205
0,4,5,54,38,5,1,1,35,53,0,0,850,1129,0.34697541971564394
0,18,2,42,38,2,1,3,75,229,8000,0,1700,1850,0.14767523301732213
1,12,2,60,47,2,2,3,75,285,20000,0,1440,1440,0.14385551591716866
0,2,1,12,34,2,1,3,69,240,0,0,500,700,0.3267285878471913
0,8,5,60,22,1,1,1,35,86,8000,0,1200,1214,0.2559302503144479
1,24,3,60,46,2,1,1,60,165,3500,1300,1400,1530,0.06042790912106801
0,14,2,60,39,2,1,1,105,129,3500,1200,750,1888,0.03837912480524795
0,2,5,60,28,2,1,1,60,131,6000,0,1250,1346,0.337375534356547
0,9,1,60,39,2,1,1,57,123,0,0,1000,1194,0.22130407317483092
1,6,1,48,53,4,2,1,56,208,0,0,1200,1479,0.3760006614965979
0,23,2,60,49,2,1,1,60,133,2000,0,1000,1755,0.02280094690291635
0,3,2,24,46,2,1,3,75,500,14000,0,500,1095,0.010469057912185763
0,0,5,36,56,2,2,1,35,102,6000,0,1000,1606,0.37394920245390456
0,15,2,48,33,2,1,1,75,150,3000,0,1000,1670,0.07370113830601334
0,0,5,60,30,2,1,1,75,100,5000,0,1350,1896,0.33757591171182993
0,1,1,18,26,1,1,1,46,110,0,0,500,600,0.4900330138488451
0,16,1,60,36,1,2,1,47,120,5500,1700,1650,1852,0.3763524326087918
1,2,5,24,37,1,1,1,35,78,0,0,800,1298,0.3106872428942791
0,12,2,60,26,2,1,1,60,187,6000,1000,1100,1175,0.13817249121302982
0,25,2,60,62,2,1,3,60,428,22000,0,1900,1994,0.006028986541660071
0,3,1,60,41,2,1,4,51,60,0,0,750,818,0.5526184631809894
1,4,2,60,37,2,1,1,75,116,3000,575,950,950,0.3756736840997969
0,2,2,36,32,2,1,1,75,114,5000,0,1000,1853,0.2370987369710176
0,4,2,48,32,2,1,1,45,208,6500,5000,1000,1323,0.20284121035357158
0,16,2,60,31,2,1,1,75,123,4000,0,700,1698,0.03102517535523884
1,0,1,48,28,2,1,2,66,64,0,0,1100,1365,0.6610635811005435
0,10,2,48,37,2,1,1,75,350,7000,0,1000,1628,0.020722843929899957
1,3,5,36,21,1,1,1,35,85,0,0,105,105,0.28108601122124954
0,5,1,24,31,2,1,1,84,90,0,0,400,2230,0.06032731904646744
0,16,1,60,36,2,1,1,100,250,0,0,1250,1816,0.05367002256819003
0,17,2,60,34,2,1,1,75,173,4000,1600,933,964,0.10416420736051091
1,1,1,36,25,1,1,1,49,135,0,0,600,675,0.4060149401489848
0,20,6,60,36,2,1,1,75,210,0,0,1330,1330,0.07124866946190553
0,7,1,60,47,2,1,1,53,80,0,0,1350,1612,0.35616568637577867
0,3,3,6,24,1,1,1,35,173,4800,0,475,1323,0.11048540277795496
0,13,2,60,28,2,1,1,60,130,5000,1500,900,1281,0.11237747512612199
0,10,2,36,32,2,1,1,75,112,5000,3600,400,830,0.17075152529778667
1,2,1,60,35,2,2,1,52,70,0,0,1000,1000,0.7371142550429003
1,4,5,36,28,1,1,1,35,116,0,0,925,1350,0.24300342967580646
0,3,2,48,26,2,1,1,45,165,4000,600,950,1490,0.18133052216509685
0,13,2,36,60,2,1,3,60,116,4000,0,1000,1100,0.2369178101806921
0,2,2,24,57,2,1,4,45,25,2500,0,400,1034,0.39043584216965643
0,2,5,36,34,4,1,1,35,130,4000,0,500,550,0.2712421214972432
1,2,1,60,57,2,1,4,50,52,1800,0,800,866,0.5289968526816962
1,0,6,24,46,1,2,1,35,78,0,0,550,550,0.6370391221516084
0,1,2,60,28,2,1,4,45,148,4500,0,1300,1695,0.4108852621158678
0,12,1,36,35,2,2,3,82,74,8000,0,475,550,0.5109307498819955
0,1,1,60,21,1,1,1,49,138,0,0,950,984,0.41587563466872085
1,0,2,36,45,2,2,4,90,155,5000,0,300,1012,0.38591789529331777
0,5,1,48,31,2,1,1,70,247,0,0,900,1039,0.18283193117207017
0,1,5,48,27,1,1,3,35,85,0,0,650,650,0.4752998748755166
0,0,2,12,59,2,1,3,45,42,4000,0,400,790,0.474275509298531
0,17,4,60,55,2,1,1,60,157,8000,0,1600,1600,0.10454251240388596
0,4,2,60,36,2,2,1,75,236,3750,2000,1500,1615,0.4876446060559254
0,15,1,60,41,2,1,1,74,137,0,0,1000,1450,0.0985062190027002
0,28,2,36,51,2,1,3,60,152,10000,0,500,635,0.0269307141036984
0,3,5,60,33,1,1,1,35,167,10000,0,2000,2250,0.26951068231404185
1,0,1,48,39,2,2,1,153,330,0,0,1000,1260,0.40476135734626134
0,7,1,60,34,1,1,1,60,250,9200,0,1500,1594,0.13913152180599533
1,1,5,36,22,1,1,1,35,80,8000,0,490,690,0.2736421583051173
0,4,2,36,25,1,1,1,35,200,5000,0,900,1139,0.1802879565114103
0,35,2,48,55,2,1,3,60,84,13000,0,1390,1390,0.050018068892628095
0,19,2,60,33,2,1,1,75,200,10000,1620,1000,1671,0.024357804958558885
0,6,2,60,28,2,1,1,60,187,5000,0,1500,2180,0.13974376033508137
0,1,2,60,24,1,1,1,35,70,4000,0,1200,1505,0.4185859011370657
0,12,2,60,38,2,1,1,75,120,5000,0,1100,1172,0.19976136953625281
0,0,2,60,30,2,1,1,45,80,2000,200,1000,1331,0.4034287580315845
1,15,1,24,47,2,2,3,79,41,7000,0,1200,2257,0.3582114407915202
1,3,1,60,31,2,2,1,81,57,0,0,1400,1475,0.8349321767389286
0,0,5,48,21,1,1,1,35,70,0,0,1250,1365,0.5737900744342586
1,0,1,48,27,2,1,3,70,250,0,0,860,970,0.34687452318917084
0,5,2,60,65,2,1,4,45,222,12000,0,600,1264,0.034797450903778684
0,10,2,48,41,1,1,1,35,175,3000,0,750,1128,0.07062301324776937
0,3,1,36,25,1,1,1,49,138,0,0,900,1717,0.20231690170773564
0,4,5,36,27,2,1,1,45,72,0,0,350,1426,0.10024266371364693
1,0,2,60,62,2,2,4,90,136,2650,0,600,790,0.5577039800613149
1,10,2,60,42,2,1,3,90,40,5000,1600,2000,2550,0.5645574431269103
0,2,5,60,25,1,1,3,45,130,8500,0,1100,1380,0.2710343347258059
1,1,5,60,34,2,1,1,75,190,0,0,700,719,0.22578320357525214
0,2,2,60,24,2,1,1,60,243,2500,1980,1250,1451,0.24878086419936726
0,2,1,60,26,2,2,1,70,98,0,0,1100,1240,0.7224925013389627
1,0,5,24,21,1,2,2,35,126,0,0,1150,1586,0.68432236080715
1,10,2,48,35,2,1,2,75,55,4000,0,1500,1786,0.4784832564111572
1,1,2,60,49,2,1,2,105,88,2000,0,850,1149,0.419465364465831
1,1,2,60,35,1,1,2,35,181,4500,0,1600,1912,0.3101630474769523
1,14,3,60,33,2,2,1,90,77,3400,0,1500,1813,0.47893605537470896
1,4,5,36,27,4,2,1,35,110,0,0,300,550,0.41556093332532196
0,17,2,60,35,2,1,1,60,125,4000,0,1080,1428,0.08747723137869517
0,4,2,60,27,2,1,3,60,225,14500,1200,700,2273,0.0170571464073806
0,2,1,36,35,1,1,1,42,74,0,0,950,1000,0.5599392723317741
0,11,2,18,37,2,1,1,45,115,20000,0,600,1200,0.06232827343058751
0,1,1,48,64,2,1,4,74,137,3500,0,600,927,0.295982990220627
0,14,2,36,34,3,1,1,45,202,6500,0,350,800,0.03483470356866066
0,2,2,48,37,2,1,1,75,135,18000,0,1000,1062,0.2621123100487139
0,5,2,48,43,2,1,3,45,145,5000,0,680,1350,0.12161589980213851
1,6,1,36,49,2,1,4,65,54,0,0,450,615,0.48291370955049545
0,11,2,12,51,2,1,3,45,80,6000,0,1000,1931,0.1712303962554074
0,9,2,36,24,2,1,1,45,140,9000,0,1000,1100,0.23156977027427028
0,1,5,60,22,1,1,1,35,90,0,0,1250,1590,0.3737149259517933
1,0,5,36,30,1,1,4,45,32,0,0,650,750,0.6682490753595931
0,1,2,24,33,2,1,1,45,130,3000,0,800,1465,0.25618195158288276
0,17,2,24,50,2,1,3,60,285,22000,700,500,1321,0.0073090291968742355
0,0,5,36,19,1,1,2,35,75,0,0,1450,1473,0.7368567432089416
0,5,2,36,26,2,2,3,45,150,7000,0,1500,2588,0.3760212283840486
0,12,2,60,28,1,2,1,35,172,3000,2000,950,1184,0.22096873539378778
1,1,1,36,23,2,1,3,75,300,0,0,400,700,0.16821942980776974
0,3,5,60,26,1,2,1,35,73,0,0,650,1200,0.3392816533321435
0,20,2,60,51,2,1,1,60,165,3500,0,500,625,0.0313503336179141
1,3,2,36,38,2,1,3,90,300,3000,0,1200,1881,0.1404893018144047
0,14,1,60,30,2,2,1,67,217,0,0,1800,1807,0.43685622815078357
0,3,3,60,29,2,1,1,60,90,2000,0,1650,1800,0.5582422886799115
0,4,5,36,28,2,1,1,45,100,0,0,1000,2343,0.10540081470467806
0,0,2,48,38,2,1,1,75,217,3500,0,1400,1689,0.31466310957282767
1,7,2,48,29,2,1,1,60,62,4000,0,984,984,0.45059662727577193
0,4,1,6,28,2,1,1,66,60,0,0,200,1566,0.15371621013790648
0,16,2,60,32,2,1,1,60,117,1100,80,1400,1833,0.14274078170319598
1,2,1,48,22,1,1,1,42,73,0,0,940,1127,0.5005642695056153
1,2,5,48,30,1,1,1,35,86,0,0,900,1127,0.3362111416239465
1,11,2,48,30,2,1,1,75,67,3000,2040,1000,1093,0.39971782760207647
0,30,2,36,53,2,1,1,75,165,5000,0,900,900,0.03511124257161022
1,2,3,60,28,2,2,1,75,166,6000,0,1500,1599,0.6160879684528325
1,5,6,48,22,1,1,1,35,82,0,0,480,1910,0.04200953130355303
1,1,1,36,24,2,1,3,44,90,0,0,1050,1493,0.5843547295339361
1,1,1,60,52,4,2,1,68,327,0,0,700,819,0.196351225049747
0,8,2,60,34,2,1,1,75,145,3000,1800,1500,1703,0.33689954467727135
0,20,1,36,39,2,1,3,95,202,0,0,600,1461,0.03666000260078557
0,4,2,60,30,2,1,2,45,150,4000,2800,1400,1763,0.34970850603361503
0,5,1,36,46,2,1,1,82,223,0,0,450,650,0.14414727932737362
0,3,5,36,52,2,2,1,60,325,0,0,400,1700,0.022839397871494145
0,10,2,60,52,2,1,1,60,143,5500,0,1300,1661,0.127145424116097
0,10,1,60,36,2,1,1,85,100,0,0,850,1150,0.2244946055357242
0,11,2,12,25,2,1,1,45,124,2500,1000,800,1602,0.15251358777560195
0,22,1,48,46,2,1,1,86,110,0,0,1150,1528,0.10423673006936075
1,0,6,48,45,2,1,3,75,120,0,0,900,964,0.4805347981469768
0,25,2,60,53,2,1,1,60,107,4000,0,800,932,0.04037318519064949
1,2,6,60,22,1,1,1,35,83,0,0,1400,1430,0.4969737163660384
0,0,6,36,50,2,1,2,60,162,20000,0,1000,1615,0.10119400905415617
1,0,2,48,52,2,2,4,90,245,3850,2432,1520,1670,0.7121629823141582
0,12,3,60,47,2,1,1,60,243,8500,0,1850,1890,0.11873184301468657
0,4,1,60,27,1,1,1,43,76,0,0,650,1070,0.24316267419368043
0,12,2,18,35,2,1,1,60,400,6000,0,200,2225,0.001032696280646189
0,0,5,48,21,1,1,2,35,106,5000,0,500,1131,0.16804853300407757
0,22,2,36,44,2,1,1,75,120,7000,0,650,1852,0.014453582845191723
1,3,5,60,32,1,1,1,35,122,0,0,2000,2050,0.532503467892924
0,1,1,36,34,5,1,1,43,80,0,0,700,700,0.6053883393869546
0,14,3,60,36,2,1,1,60,120,4000,1500,1500,1540,0.25388422641951863
0,10,1,48,36,2,1,1,80,200,0,0,978,1338,0.1389292667593388
0,13,1,60,36,2,1,1,79,191,4000,700,1000,1209,0.10719498981187608
0,1,1,60,24,2,1,1,52,67,0,0,800,1137,0.42146491154635934
0,5,1,12,35,2,2,3,96,210,0,0,300,700,0.45381026065721547
0,4,2,60,42,1,1,1,35,110,2500,0,1090,1565,0.18553946542044877
0,3,6,60,55,2,1,1,45,45,0,0,600,864,0.21410200329742102
0,19,2,60,49,2,1,1,135,150,3500,0,1100,1477,0.08431044903405688
1,4,5,60,38,4,1,1,35,100,0,0,1300,1500,0.3543422293722904
0,9,2,60,32,2,1,1,75,345,6000,3300,700,994,0.03409580121268588
0,7,2,60,36,2,1,1,60,122,3000,0,750,850,0.20705281859683305
0,26,2,60,55,2,1,1,60,110,10000,0,1500,1527,0.06389972833225169
1,2,1,60,30,2,2,3,54,90,2000,0,1500,1500,0.8535297883916412
0,11,2,48,29,2,1,1,75,76,15000,0,300,1336,0.03426241998536946
0,4,1,36,48,2,1,3,94,340,1000,0,525,525,0.13298429721619648
1,2,2,60,29,2,2,1,60,185,6300,2300,2000,2675,0.5374211714486808
0,5,2,60,42,2,1,1,75,101,3500,0,1090,1190,0.3491478444501836
0,3,2,24,32,2,1,1,60,196,5000,300,800,1606,0.12610772820610122
0,17,2,36,47,2,1,1,75,158,17000,0,1000,2159,0.015941060679781332
0,9,5,60,33,2,1,1,45,221,3000,0,1600,2344,0.0640626946438976
0,18,2,60,32,1,1,1,35,133,3500,150,1600,2200,0.0756319883925512
0,6,2,24,45,2,1,3,90,150,5000,0,250,450,0.2401654866632032
0,12,2,12,40,2,1,1,75,390,8000,0,500,1732,0.005250862151505674
0,2,2,36,28,2,1,2,60,146,2500,0,700,1258,0.2565427225840163
0,1,5,48,29,1,1,3,45,478,9000,0,2100,2450,0.0683599868130731
0,8,6,24,41,5,1,1,60,90,4000,0,500,1600,0.07685911416460876
0,25,3,48,55,2,1,1,60,169,4000,0,1000,1459,0.021127288130441967
1,25,2,60,61,2,2,3,45,100,39000,0,1060,1134,0.036185439355518025
1,3,1,18,30,2,1,3,54,90,0,0,300,425,0.53371448666128
0,2,2,48,40,2,1,3,60,160,3000,800,1300,1521,0.45483853880248637
0,3,1,48,36,2,2,1,82,222,0,0,1900,2100,0.686847166834986
0,18,2,60,42,2,1,1,75,111,2500,0,1150,1640,0.08461034038001634
0,1,2,48,18,1,1,2,45,111,7000,0,1100,1299,0.45149666100413266
0,4,2,36,23,2,1,1,75,168,4000,0,1100,1385,0.33791562151474375
0,20,2,60,49,2,1,3,90,215,4500,0,1000,1228,0.052708331422243265
0,14,2,60,28,2,1,3,75,94,5500,9500,1660,2419,0.39166988297139366
0,0,5,36,26,1,1,1,35,63,0,0,600,994,0.3523194720976395
1,8,1,60,25,2,2,1,73,280,0,0,600,1364,0.07634862656654656
0,15,2,48,33,2,1,1,75,220,7000,0,1300,2400,0.026691560010628217
0,3,2,60,30,2,1,1,45,126,3500,2400,1000,1120,0.355090416822703
0,20,2,36,44,2,1,1,60,120,3000,0,350,400,0.07087314185126668
1,2,5,60,25,5,1,2,35,90,0,0,900,1111,0.4172734184687287
0,17,2,24,55,2,1,3,75,191,14000,0,1000,2420,0.015213251958194262
0,20,1,60,41,1,1,3,50,148,4000,0,835,1356,0.04260055352941423
0,2,5,24,26,1,1,1,35,88,0,0,325,450,0.33655671291245753
0,11,5,60,27,2,1,1,60,150,2500,0,1100,1129,0.17466933967970147
1,12,2,60,34,2,1,1,60,115,4000,0,1650,1686,0.32825703842849047
1,1,1,60,31,5,2,1,43,76,0,0,500,1300,0.39705412488086067
0,2,2,60,37,2,1,1,60,145,3500,1100,1250,1763,0.25339042007580986
1,17,3,60,48,2,2,3,60,69,7000,0,1400,1813,0.3164530841555802
0,3,5,36,22,1,1,1,35,60,19000,0,775,1050,0.21292156449904265
1,4,5,48,25,1,1,1,35,73,0,0,700,814,0.3235166647123989
0,38,2,48,56,3,1,1,35,112,3000,0,850,960,0.014529449027427673
1,12,2,60,39,2,1,1,90,95,4000,250,1450,1686,0.2901801477233212
0,15,5,48,40,1,1,1,35,150,0,0,1000,1399,0.063460317879876
0,20,2,60,51,2,1,1,60,250,2500,0,1250,1825,0.019059519485691692
0,0,5,48,27,1,2,1,35,46,0,0,900,1216,0.6550973855240385
0,2,3,60,25,2,1,1,45,60,3000,0,1150,1163,0.5354758886673727
1,4,6,60,25,1,1,2,35,92,0,0,1400,1661,0.38452598357450773
0,7,2,60,36,2,1,1,90,120,6000,1500,900,1175,0.22957934299838448
0,4,2,12,32,2,1,1,45,231,13000,290,400,1198,0.04810223212010824
1,2,1,60,32,2,1,1,93,175,0,0,1650,1688,0.562414263156282
0,2,5,48,23,1,1,2,35,160,3500,1200,1200,1426,0.32602242693375555
0,1,5,60,22,1,1,1,35,109,0,0,1000,1466,0.24550779214344481
1,0,5,48,25,2,1,1,60,247,0,0,1900,1900,0.4833634871635582
1,0,6,60,34,1,1,1,35,140,3000,0,1550,1570,0.398168693768379
0,2,6,60,41,4,1,3,35,100,5000,0,1200,1450,0.3605274457536634
