Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Assets,Debt,Amount,Price,Income
1,5,36,22,1,1,1,35,8000,0,490,690,92.65239061974073
4,2,36,25,1,1,1,35,5000,0,900,1139,90.50737768665128
35,2,48,55,2,1,3,60,13000,0,1390,1390,92.17402533041661
19,2,60,33,2,1,1,75,10000,1620,1000,1671,89.26595746483869
6,2,60,28,2,1,1,60,5000,0,1500,2180,92.97977055492387
1,2,60,24,1,1,1,35,4000,0,1200,1505,90.94892619427702
12,2,60,38,2,1,1,75,5000,0,1100,1172,91.43280514749144
0,2,60,30,2,1,1,45,2000,200,1000,1331,93.08569789858421
15,1,24,47,2,2,3,79,7000,0,1200,2257,92.69653286108091
3,1,60,31,2,2,1,81,0,0,1400,1475,91.17012659687406
0,5,48,21,1,1,1,35,0,0,1250,1365,92.9949935871644
0,1,48,27,2,1,3,70,0,0,860,970,94.04771780386372
5,2,60,65,2,1,4,45,12000,0,600,1264,92.15500771106223
10,2,48,41,1,1,1,35,3000,0,750,1128,87.95347062282212
3,1,36,25,1,1,1,49,0,0,900,1717,89.69504661543414
4,5,36,27,2,1,1,45,0,0,350,1426,93.04499762775589
0,2,60,62,2,2,4,90,2650,0,600,790,94.44127923827233
10,2,60,42,2,1,3,90,5000,1600,2000,2550,93.0002975147213
2,5,60,25,1,1,3,45,8500,0,1100,1380,92.94398584102413
1,5,60,34,2,1,1,75,0,0,700,719,92.38370914304004
2,2,60,24,2,1,1,60,2500,1980,1250,1451,94.58445945643388
2,1,60,26,2,2,1,70,0,0,1100,1240,90.85889595863387
0,5,24,21,1,2,2,35,0,0,1150,1586,95.75448124492407
10,2,48,35,2,1,2,75,4000,0,1500,1786,91.53409080247991
1,2,60,49,2,1,2,105,2000,0,850,1149,89.77191991457819
1,2,60,35,1,1,2,35,4500,0,1600,1912,91.74074279743452
14,3,60,33,2,2,1,90,3400,0,1500,1813,92.37839645404459
4,5,36,27,4,2,1,35,0,0,300,550,91.06825940525772
17,2,60,35,2,1,1,60,4000,0,1080,1428,93.37608759629231
4,2,60,27,2,1,3,60,14500,1200,700,2273,93.57923032074059
2,1,36,35,1,1,1,42,0,0,950,1000,93.02549058461528
11,2,18,37,2,1,1,45,20000,0,600,1200,92.84983894545806
1,1,48,64,2,1,4,74,3500,0,600,927,95.02156100934576
14,2,36,34,3,1,1,45,6500,0,350,800,89.92335154076002
2,2,48,37,2,1,1,75,18000,0,1000,1062,94.17386140179104
5,2,48,43,2,1,3,45,5000,0,680,1350,93.47091240563563
6,1,36,49,2,1,4,65,0,0,450,615,95.33906642090511
11,2,12,51,2,1,3,45,6000,0,1000,1931,90.23014522597511
9,2,36,24,2,1,1,45,9000,0,1000,1100,93.51169436854006
1,5,60,22,1,1,1,35,0,0,1250,1590,89.45744192791923
0,5,36,30,1,1,4,45,0,0,650,750,92.9129205542705
1,2,24,33,2,1,1,45,3000,0,800,1465,93.12844722772647
17,2,24,50,2,1,3,60,22000,700,500,1321,93.21657349447102
0,5,36,19,1,1,2,35,0,0,1450,1473,93.88449409041219
5,2,36,26,2,2,3,45,7000,0,1500,2588,94.17847641002244
12,2,60,28,1,2,1,35,3000,2000,950,1184,94.05086701006859
1,1,36,23,2,1,3,75,0,0,400,700,91.49970833095786
3,5,60,26,1,2,1,35,0,0,650,1200,90.0834997250261
20,2,60,51,2,1,1,60,3500,0,500,625,92.55152667194096
3,2,36,38,2,1,3,90,3000,0,1200,1881,90.3362187587624
14,1,60,30,2,2,1,67,0,0,1800,1807,95.13964556589927
3,3,60,29,2,1,1,60,2000,0,1650,1800,93.9974517385957
4,5,36,28,2,1,1,45,0,0,1000,2343,90.71298853338214
0,2,48,38,2,1,1,75,3500,0,1400,1689,93.8949032551683
7,2,48,29,2,1,1,60,4000,0,984,984,88.3619699719373
4,1,6,28,2,1,1,66,0,0,200,1566,94.91036683953463
16,2,60,32,2,1,1,60,1100,80,1400,1833,92.97509788953286
2,1,48,22,1,1,1,42,0,0,940,1127,92.00849792379653
2,5,48,30,1,1,1,35,0,0,900,1127,92.00864013343225
11,2,48,30,2,1,1,75,3000,2040,1000,1093,93.51852010698305
30,2,36,53,2,1,1,75,5000,0,900,900,92.09438466640971
2,3,60,28,2,2,1,75,6000,0,1500,1599,93.47149671239903
5,6,48,22,1,1,1,35,0,0,480,1910,94.47435483740811
1,1,36,24,2,1,3,44,0,0,1050,1493,96.19987047817999
1,1,60,52,4,2,1,68,0,0,700,819,92.03992389951208
8,2,60,34,2,1,1,75,3000,1800,1500,1703,90.90584234096123
20,1,36,39,2,1,3,95,0,0,600,1461,91.63207937219826
4,2,60,30,2,1,2,45,4000,2800,1400,1763,92.80546713455733
5,1,36,46,2,1,1,82,0,0,450,650,92.56098573565217
3,5,36,52,2,2,1,60,0,0,400,1700,94.60172608633764
10,2,60,52,2,1,1,60,5500,0,1300,1661,92.7689857934117
10,1,60,36,2,1,1,85,0,0,850,1150,91.00501026849848
11,2,12,25,2,1,1,45,2500,1000,800,1602,92.67710246634996
22,1,48,46,2,1,1,86,0,0,1150,1528,91.53991092140907
0,6,48,45,2,1,3,75,0,0,900,964,90.66697051261666
25,2,60,53,2,1,1,60,4000,0,800,932,93.26980080423219
2,6,60,22,1,1,1,35,0,0,1400,1430,90.94226216302229
0,6,36,50,2,1,2,60,20000,0,1000,1615,88.70772053006492
0,2,48,52,2,2,4,90,3850,2432,1520,1670,91.68487030612249
12,3,60,47,2,1,1,60,8500,0,1850,1890,93.37433334982684
4,1,60,27,1,1,1,43,0,0,650,1070,90.54377855415247
12,2,18,35,2,1,1,60,6000,0,200,2225,93.07725737816959
0,5,48,21,1,1,2,35,5000,0,500,1131,92.82840538981516
22,2,36,44,2,1,1,75,7000,0,650,1852,90.83112196436579
3,5,60,32,1,1,1,35,0,0,2000,2050,91.15743604610586
1,1,36,34,5,1,1,43,0,0,700,700,94.327779929113
14,3,60,36,2,1,1,60,4000,1500,1500,1540,92.86440604765691
10,1,48,36,2,1,1,80,0,0,978,1338,93.55260317857856
13,1,60,36,2,1,1,79,4000,700,1000,1209,87.95788347747188
1,1,60,24,2,1,1,52,0,0,800,1137,90.30466944213298
5,1,12,35,2,2,3,96,0,0,300,700,92.13911598055266
4,2,60,42,1,1,1,35,2500,0,1090,1565,95.82216562720183
3,6,60,55,2,1,1,45,0,0,600,864,91.55821043176182
19,2,60,49,2,1,1,135,3500,0,1100,1477,92.21450758991796
4,5,60,38,4,1,1,35,0,0,1300,1500,94.58515705836173
9,2,60,32,2,1,1,75,6000,3300,700,994,97.07276486140515
7,2,60,36,2,1,1,60,3000,0,750,850,95.77054898468876
26,2,60,55,2,1,1,60,10000,0,1500,1527,90.99553509249809
2,1,60,30,2,2,3,54,2000,0,1500,1500,88.4396028497916
11,2,48,29,2,1,1,75,15000,0,300,1336,89.65277798123664
4,1,36,48,2,1,3,94,1000,0,525,525,94.39853427599185
2,2,60,29,2,2,1,60,6300,2300,2000,2675,90.87423107755733
5,2,60,42,2,1,1,75,3500,0,1090,1190,93.6013764178313
3,2,24,32,2,1,1,60,5000,300,800,1606,89.0269233188409
17,2,36,47,2,1,1,75,17000,0,1000,2159,89.35766355580765
9,5,60,33,2,1,1,45,3000,0,1600,2344,98.0997444293593
18,2,60,32,1,1,1,35,3500,150,1600,2200,95.18984255270321
6,2,24,45,2,1,3,90,5000,0,250,450,94.94187611398829
12,2,12,40,2,1,1,75,8000,0,500,1732,94.16386684474344
2,2,36,28,2,1,2,60,2500,0,700,1258,96.58562407861268
1,5,48,29,1,1,3,45,9000,0,2100,2450,90.58110383466664
8,6,24,41,5,1,1,60,4000,0,500,1600,93.4674403347857
25,3,48,55,2,1,1,60,4000,0,1000,1459,90.35138903123189
25,2,60,61,2,2,3,45,39000,0,1060,1134,92.25938175952176
3,1,18,30,2,1,3,54,0,0,300,425,91.09622701270065
2,2,48,40,2,1,3,60,3000,800,1300,1521,91.78275826432275
3,1,48,36,2,2,1,82,0,0,1900,2100,93.9018567201264
18,2,60,42,2,1,1,75,2500,0,1150,1640,91.46906041373637
1,2,48,18,1,1,2,45,7000,0,1100,1299,96.71744372717606
4,2,36,23,2,1,1,75,4000,0,1100,1385,97.39138591596748
20,2,60,49,2,1,3,90,4500,0,1000,1228,97.88800045756115
14,2,60,28,2,1,3,75,5500,9500,1660,2419,91.1805083878919
0,5,36,26,1,1,1,35,0,0,600,994,89.16044592416324
8,1,60,25,2,2,1,73,0,0,600,1364,93.30157104210882
15,2,48,33,2,1,1,75,7000,0,1300,2400,94.87830573888107
3,2,60,30,2,1,1,45,3500,2400,1000,1120,91.33219629356375
20,2,36,44,2,1,1,60,3000,0,350,400,91.78915090856295
2,5,60,25,5,1,2,35,0,0,900,1111,93.60540517136697
17,2,24,55,2,1,3,75,14000,0,1000,2420,91.3572291525499
20,1,60,41,1,1,3,50,4000,0,835,1356,90.62127062647733
2,5,24,26,1,1,1,35,0,0,325,450,93.07799489321262
11,5,60,27,2,1,1,60,2500,0,1100,1129,94.83090811669996
12,2,60,34,2,1,1,60,4000,0,1650,1686,92.52456999278566
1,1,60,31,5,2,1,43,0,0,500,1300,90.36430022329877
2,2,60,37,2,1,1,60,3500,1100,1250,1763,91.17210734403558
17,3,60,48,2,2,3,60,7000,0,1400,1813,89.51061664966782
3,5,36,22,1,1,1,35,19000,0,775,1050,92.60325018987578
4,5,48,25,1,1,1,35,0,0,700,814,96.84226057891915
38,2,48,56,3,1,1,35,3000,0,850,960,95.47651081195797
12,2,60,39,2,1,1,90,4000,250,1450,1686,90.69605047837332
15,5,48,40,1,1,1,35,0,0,1000,1399,96.1553584744463
20,2,60,51,2,1,1,60,2500,0,1250,1825,93.11602135260036
0,5,48,27,1,2,1,35,0,0,900,1216,92.11115727399654
2,3,60,25,2,1,1,45,3000,0,1150,1163,92.49135941711666
4,6,60,25,1,1,2,35,0,0,1400,1661,93.18712357231269
7,2,60,36,2,1,1,90,6000,1500,900,1175,91.93059391380241
4,2,12,32,2,1,1,45,13000,290,400,1198,88.67849641187712
2,1,60,32,2,1,1,93,0,0,1650,1688,91.39757244465302
2,5,48,23,1,1,2,35,3500,1200,1200,1426,93.53278443803524
1,5,60,22,1,1,1,35,0,0,1000,1466,89.1997243484667
0,5,48,25,2,1,1,60,0,0,1900,1900,90.54501930105357
0,6,60,34,1,1,1,35,3000,0,1550,1570,92.31661464521243
2,6,60,41,4,1,3,35,5000,0,1200,1450,91.42298783239723
8,5,48,28,1,1,1,35,500,0,360,363,92.02663559275747
3,1,36,34,1,1,1,41,30000,0,625,921,92.52057435371248
0,5,60,20,1,1,1,35,0,0,1570,1575,92.9640940366071
10,1,48,38,2,1,3,78,0,0,700,1386,95.16211458068949
4,2,48,49,1,2,1,35,8000,0,1200,1531,95.03980921077044
0,2,36,36,2,1,4,45,3500,0,1300,2246,89.9570888334034
20,3,60,39,2,1,1,90,2000,0,750,790,87.25565706151696
10,1,60,39,2,2,3,119,13000,2500,1500,2262,92.83403345946412
0,1,60,29,2,1,2,61,0,0,1000,1055,91.2433909549201
21,1,36,42,2,1,1,74,450,0,240,1275,94.81650347849465
3,1,60,48,4,2,1,47,0,0,1000,1077,94.76796932290553
2,2,36,27,3,1,1,35,8000,0,750,1296,93.80065482708727
1,2,60,46,2,2,1,75,11000,0,1800,2015,94.6604614280262
19,1,18,39,1,1,1,45,0,0,450,997,93.03082301601148
3,1,24,22,1,1,3,50,0,0,700,950,91.72677361092529
25,5,60,64,2,2,1,45,0,0,2047,2946,93.21330855416377
2,1,60,28,1,1,1,45,0,0,1300,1333,92.23784111508282
3,5,36,21,1,1,2,35,0,0,750,850,94.52562150736844
5,1,30,58,2,1,1,80,15000,0,520,690,90.83868832333407
10,1,36,47,1,1,2,86,3500,0,400,872,91.84473891114894
17,1,24,49,2,1,3,80,0,0,600,1104,93.66327130669208
0,2,12,22,1,1,1,35,3500,0,300,509,92.22976454334693
0,2,60,62,2,1,4,45,4000,0,500,827,93.78328336870115
2,5,36,24,1,1,1,35,0,0,1000,1150,95.08647798206918
28,2,24,59,2,1,3,60,6000,0,1550,1760,92.69274974093788
0,1,48,36,2,1,1,74,0,0,1150,1485,93.34193892228501
5,2,60,36,2,1,1,75,4000,0,1300,1435,91.33894535612608
5,5,36,45,2,2,1,75,0,0,2375,2875,91.5145018036423
4,2,24,30,2,2,1,45,3000,0,250,450,92.33798798603323
6,5,60,43,2,1,3,75,4000,0,1000,1548,93.54156137723012
0,1,24,23,1,1,1,42,0,0,125,125,93.3117268769438
9,2,48,41,4,1,1,35,8000,1000,1200,1538,92.5028547984628
9,1,36,31,2,2,3,84,10000,0,3800,5852,94.61261135936466
2,1,12,47,2,2,1,103,0,0,350,450,87.8546368696173
2,5,12,25,1,2,3,35,18000,0,600,1638,93.13927073074555
18,2,60,49,2,1,1,135,13500,0,900,994,93.41506926975937
16,2,36,57,2,1,1,60,4000,130,700,1090,91.36821369115646
10,2,60,26,2,1,1,60,5000,3000,1400,1432,95.18001891804583
11,2,60,37,2,1,1,90,7000,250,1200,1599,90.8574954602167
14,2,36,45,4,1,1,45,12000,0,2100,2758,91.51675509145628
4,1,60,24,2,1,1,75,0,0,1300,1700,94.90358668112356
1,2,60,42,2,2,1,105,3500,250,1000,1245,92.43386167892018
2,1,24,23,1,2,3,75,0,0,750,900,93.73026210074674
1,1,60,38,2,1,2,58,0,0,1450,1593,93.66664887982407
2,2,60,36,2,2,3,60,29000,0,3900,4812,92.5732678900833
13,5,60,27,2,1,1,60,0,0,950,1152,94.09248670386775
5,2,24,37,2,1,3,90,7000,0,700,900,92.83686981914255
1,1,36,25,2,1,1,54,0,0,500,646,92.13262767358286
6,1,60,23,2,1,1,62,0,0,1000,1209,90.86871503541279
20,2,36,47,2,1,1,75,4000,0,1050,1258,92.11729708977269
9,2,18,52,2,1,1,60,5500,0,500,1531,93.13759859583459
15,2,12,55,2,1,1,45,7000,0,200,1240,89.43107466225852
0,5,48,28,1,1,1,35,3500,0,1000,1210,94.905313053921
5,5,60,24,1,1,1,35,0,0,1030,1068,89.75748381115275
4,2,48,36,2,1,1,75,4000,0,1800,2628,90.52332431308155
4,2,24,26,2,1,1,45,4000,0,500,1400,90.8407161166675
5,5,18,22,1,1,1,35,0,0,600,1132,95.57340811958028
2,5,60,25,1,1,1,35,0,0,860,959,91.95819139738653
4,2,24,44,2,1,3,75,5000,0,900,1100,91.01470455438965
0,2,60,56,2,1,4,60,3000,0,1200,1347,92.09394286200663
1,6,42,33,2,2,1,90,3500,606,1400,1700,88.75016770214482
7,2,60,42,2,1,1,45,4000,0,850,1033,90.45911149489285
11,5,12,29,2,1,1,60,0,0,600,1683,92.74118322601765
40,1,18,62,2,1,3,77,10000,0,900,2040,96.31802987852159
10,2,60,33,2,1,1,75,60000,0,1300,1804,93.54894022858183
3,2,48,32,2,1,3,75,10500,1500,1500,2155,94.17191274432128
24,2,60,54,2,1,3,45,17000,0,2000,3400,91.8777739919849
6,5,36,24,1,1,1,35,0,0,380,490,91.55842554033094
2,1,48,36,5,1,1,45,0,0,750,1350,92.61982571195271
3,5,48,27,2,1,1,45,0,0,1150,1575,94.93370483476235
11,2,60,29,1,1,1,35,1500,0,700,994,92.7041994763263
1,5,24,22,1,1,2,35,0,0,150,400,91.93980169491194
5,1,36,22,1,1,1,42,0,0,850,870,91.37953914734965
1,1,48,39,2,1,1,86,0,0,1300,1600,92.55875603359557
1,5,48,24,1,2,1,35,0,0,900,1061,91.56461839856765
20,2,48,39,2,1,3,75,10000,0,2000,3650,92.05908670027303
7,5,48,31,1,2,1,35,5500,0,1000,1051,92.59487241368595
3,5,36,31,2,2,1,60,0,0,1450,1700,88.56355127911225
25,2,48,47,2,1,3,60,15000,0,1990,2460,93.07575381438299
12,2,36,46,2,2,1,60,3000,0,825,1325,95.8976876267782
4,1,36,32,2,1,1,55,0,0,300,500,92.93140981433001
0,3,12,28,2,1,1,60,3000,2000,380,1308,94.15174482136663
12,2,54,35,2,1,1,75,3000,600,1650,1800,91.65340291731987
10,2,48,44,2,1,1,75,12000,0,1030,1128,90.8173730425507
0,5,48,21,1,1,1,35,0,0,1000,1091,94.95129299758258
2,2,48,20,1,1,3,35,31000,0,1500,1853,93.0468204801574
0,4,36,45,2,1,2,75,1500,0,300,480,92.26787653270175
1,2,60,34,2,2,1,45,2500,300,1300,1817,94.97822043414895
1,1,60,21,2,1,1,58,0,0,1275,1381,93.16470076831307
6,2,36,44,2,1,1,75,7000,600,650,650,90.53445298195943
1,1,36,34,2,1,3,94,15000,1500,1500,2435,91.22101877169007
15,1,48,40,2,2,1,88,0,0,1100,1498,95.46661363769171
11,5,36,29,1,1,1,35,0,0,600,1314,96.63041395469435
1,1,36,44,2,1,1,105,0,0,1000,2275,91.00992871685501
1,1,36,27,1,1,1,42,0,0,1000,1350,91.11411616970338
1,2,36,27,2,1,2,45,4500,3000,600,745,94.01533206990729
11,2,48,46,2,1,3,75,10000,0,1150,1156,91.6681099138914
2,2,60,43,2,2,1,45,3000,0,1100,1683,92.92970317831991
1,2,36,25,3,1,1,45,2000,0,525,800,88.8621877308671
11,1,60,28,1,1,1,42,0,0,900,1399,94.64084507612264
3,2,48,30,2,1,1,75,6000,400,1200,1796,91.86385218972556
1,1,48,29,2,1,2,77,0,0,1300,2262,92.94026331897973
15,1,60,39,2,1,3,60,5000,0,1300,1625,93.68122455010055
1,6,42,24,1,2,1,35,0,0,1200,1616,91.58259614587891
8,2,12,29,2,1,1,45,6000,2400,100,1492,89.20368270965784
10,3,60,55,2,1,1,60,4000,0,1900,2150,91.0311181879919
3,1,36,27,2,1,1,68,0,0,325,400,94.1713613931384
0,6,42,24,1,1,1,35,0,0,800,1450,88.928519011535
9,6,36,32,1,1,1,35,0,0,1000,1725,91.06696266045182
4,1,48,38,2,1,1,91,5000,0,800,1008,90.78190533234988
0,5,24,24,1,1,2,35,4000,0,1000,1489,93.72191082988593
7,2,18,33,2,1,3,60,4000,0,550,1679,95.9458573712895
1,5,60,30,1,1,1,35,0,0,1000,1156,90.02510237147067
25,6,18,43,2,1,1,75,700,0,400,1205,92.65993139684738
6,1,60,34,4,1,1,47,0,0,1100,1700,95.4576724806297
3,1,48,35,4,1,1,59,0,0,1300,1627,91.89927417461485
4,2,60,24,2,1,3,60,9000,3400,1250,1300,94.97129356940609
0,2,60,30,2,1,4,60,3500,0,1250,1365,93.9985576336317
5,2,18,28,2,1,1,60,2500,1300,450,1437,88.9867981308182
12,2,48,49,2,2,1,45,7500,0,1100,2120,94.06835894175387
4,3,24,44,2,1,1,75,4000,0,580,923,90.81609707358473
9,5,60,31,1,2,1,35,0,0,1000,1161,92.56960573982842
2,5,60,26,2,1,1,45,0,0,1500,1698,90.83495284584528
0,2,48,43,2,1,2,75,14000,0,1100,1660,88.67432847550523
13,2,60,38,1,1,1,45,4000,0,1060,1274,90.33674403072268
2,6,42,25,2,1,1,60,0,0,1100,1729,95.30667473079937
8,2,36,40,2,1,3,75,10000,0,700,800,92.52627954451482
14,3,12,49,2,1,1,90,3000,500,400,1432,92.97034227038556
11,1,48,40,2,1,1,59,0,0,1000,1930,90.31483023404398
20,2,36,57,2,1,1,90,5000,1500,1000,1193,94.05302318354899
1,5,48,28,1,1,1,35,0,0,1400,1728,93.6674832765766
14,5,60,28,2,1,1,45,0,0,1150,1301,89.35516738760987
13,2,48,54,2,2,1,45,2500,0,1000,1198,90.39338943448375
0,2,36,36,2,1,1,75,9500,700,1000,1690,92.73521662365498
1,1,60,26,2,1,2,61,0,0,1035,1709,91.92098132268166
10,1,60,26,2,1,1,78,0,0,1000,1314,95.23199276080767
28,5,24,44,2,1,3,90,0,0,450,1472,90.80560122389767
8,2,36,30,2,1,1,60,5000,400,300,1890,92.06061220002695
1,2,36,24,2,1,1,45,3500,0,1200,1702,89.04251798985834
1,1,48,26,1,1,1,45,0,0,1400,1968,91.57346716746551
1,2,60,44,2,1,3,90,20000,15000,1200,1381,94.20524656872533
1,6,36,29,1,1,1,35,0,0,1000,1152,89.87738151027537
8,2,60,32,2,1,1,75,3500,1800,1300,1590,93.02230965134056
10,2,24,46,2,1,3,120,6000,2700,600,1080,91.2518688274284
4,1,48,39,2,1,1,91,0,0,1300,1501,92.13128316247533
10,2,60,27,2,1,1,45,5000,2000,1570,1914,94.47636768262379
9,1,60,37,2,1,1,91,0,0,1000,1537,96.01273705039047
8,2,36,60,2,1,3,45,11000,0,500,670,91.66189330152211
0,1,36,26,2,1,2,80,0,0,600,785,90.84386343135867
2,1,60,33,1,1,1,75,0,0,1450,1457,93.96542991693588
6,1,24,28,2,1,1,62,0,0,500,1150,91.87327275236561
20,2,48,53,2,1,1,60,4000,0,1170,1297,93.94334533668356
10,2,60,36,2,1,1,75,5000,0,1400,1460,91.07382339331956
14,2,36,34,2,1,1,75,3000,1000,400,1908,94.16498402421058
1,2,36,30,2,1,1,45,3000,1100,1750,2245,93.6530890028144
3,5,60,25,1,1,1,35,6000,0,625,1083,95.08476461821586
2,2,18,43,2,1,3,90,5000,800,700,1073,92.06482994580743
25,6,60,50,2,1,1,90,0,0,800,860,91.78192802780897
36,2,48,58,2,1,1,45,5500,108,700,1291,92.00128997876588
11,2,60,44,2,2,1,60,3500,0,1400,1731,94.85694977527587
7,2,60,23,1,1,1,60,4500,0,1100,1150,94.15388322321962
0,1,18,34,2,2,2,98,0,0,300,450,92.53801398026803
1,2,60,29,2,1,1,60,7000,0,1000,1688,92.9371712766079
17,2,60,32,2,1,1,75,5000,2500,1550,1721,92.23817033704306
18,1,42,35,2,1,1,76,0,0,800,1687,90.90299393247199
0,5,48,24,1,1,2,45,0,0,1640,1649,92.58323618053724
2,2,60,25,2,1,3,45,6000,1500,1600,1866,88.29366785111891
1,5,12,24,1,1,1,35,0,0,300,1056,91.1817949348735
2,2,18,37,2,1,1,90,1500,0,400,1166,89.6094335425533
5,1,48,30,4,2,2,39,0,0,1300,1600,92.26233251544245
12,2,48,35,2,1,1,45,6000,0,350,1511,92.50683748776765
1,6,36,28,1,1,3,35,0,0,1950,2074,91.21279016831177
14,2,60,45,2,1,1,120,18000,0,450,911,94.36804217925821
3,5,36,19,1,2,1,35,0,0,500,700,94.02810567751203
2,5,24,30,2,1,2,45,0,0,500,974,95.08552212738098
6,2,12,36,2,2,1,90,6000,2700,300,500,91.02986384014007
2,1,36,29,2,1,1,85,0,0,2100,2300,89.78958297673034
13,2,60,28,2,1,1,60,3500,0,1175,1375,90.92322473411811
0,1,60,27,2,1,1,58,0,0,400,1136,91.07641349777202
3,6,48,22,1,1,3,60,5000,0,1300,1813,92.47792526373993
1,5,48,26,1,1,3,35,0,0,1300,1561,93.82646681685304
8,1,60,40,4,1,1,70,0,0,1300,1510,94.96515599136681
1,2,60,52,1,1,1,35,6000,0,1580,1756,93.21674696825035
1,5,60,24,1,1,2,35,0,0,1400,1420,92.46287072283464
0,2,48,38,2,1,3,90,2800,0,1050,1238,94.20599087083767
1,1,36,25,2,1,2,67,0,0,775,850,93.5832417866151
3,1,60,38,2,2,2,72,0,0,1030,1170,93.19495728500165
18,2,60,36,2,1,1,45,3000,0,1500,1856,91.36557472121535
0,2,60,44,5,2,1,60,4000,3378,1400,1703,90.6854396010614
4,2,60,33,2,1,2,90,3500,1000,1300,1795,89.9534188006447
1,2,36,36,1,1,1,35,18000,0,2000,2961,88.65035719905663
0,5,36,26,2,1,2,60,0,0,1000,1426,93.32496915339979
10,2,24,63,2,1,3,60,17000,0,800,1472,89.4837405705426
2,2,60,40,2,1,1,90,8000,470,1200,1670,92.91299545338269
4,6,60,24,1,1,2,35,0,0,900,1777,91.9979380879189
4,2,24,22,1,1,1,35,4000,0,1000,1618,95.46462692309225
7,5,60,40,2,1,1,90,8000,0,1300,1588,92.88949219629782
11,2,36,26,2,1,1,45,6000,0,1000,1264,95.18630303629558
4,3,60,30,2,2,1,60,1500,0,870,875,91.46251925957759
15,2,48,31,2,1,1,60,3000,0,770,872,95.38502934835849
4,2,48,22,1,1,1,45,14000,0,1300,1410,91.5359942756098
1,2,60,61,2,1,4,45,6000,0,1000,1055,92.44332753318837
7,5,30,33,2,1,1,75,4000,125,850,2243,91.45738351416384
28,2,24,45,2,1,1,75,5000,0,600,1190,91.00517320514653
3,2,36,35,2,1,1,75,3000,144,475,800,92.98888297505594
1,2,60,24,2,1,1,45,6500,3000,1400,1702,93.68919201410986
3,5,48,26,1,1,1,35,0,0,1100,2080,95.4029289911855
6,6,60,63,2,1,1,45,0,0,610,1027,96.42522304437153
5,2,48,41,2,1,1,90,25000,1000,1800,2260,94.10067073953391
17,2,48,42,2,1,3,75,7000,1000,1600,2078,92.71950669584689
1,1,48,37,4,2,1,46,0,0,900,1312,93.56016648902583
5,2,60,44,2,1,3,45,4000,0,1400,1847,94.87472228299036
2,1,36,36,2,1,3,95,5000,0,800,1158,90.00714319085547
0,1,48,37,2,2,2,120,8000,2000,1500,2977,90.39437797790418
6,2,24,39,2,1,1,75,2000,0,175,300,92.85217220409032
2,2,48,32,2,1,1,75,2000,80,460,1589,96.64490498585783
22,2,48,45,2,1,1,45,11500,0,1000,1698,94.18811765421565
4,6,12,28,2,1,1,45,0,0,250,1000,92.19715307767771
15,3,60,30,2,1,1,60,4000,1680,400,1320,95.83956209468532
5,5,48,25,1,1,1,35,0,0,1000,1154,95.17644804685604
14,2,60,37,2,1,1,60,3500,0,700,1700,90.49997088868344
1,2,36,36,2,1,2,45,500,0,950,1566,88.77833769538935
12,2,60,37,2,1,3,60,6000,0,1200,1731,90.53408435915594
25,1,42,61,2,1,1,57,0,0,750,830,90.0561258529765
20,2,36,41,2,1,3,90,13500,0,1900,2200,95.43951662391105
1,2,48,33,2,1,1,45,6500,0,1150,1348,94.26628098263464
6,2,48,33,2,1,3,45,3500,0,1100,1526,95.54426349454853
2,5,48,34,1,1,1,45,4000,0,1450,1769,91.30356071804171
1,1,48,42,2,1,1,94,0,0,1350,1819,89.67110959355544
16,5,48,35,4,1,1,60,0,0,500,862,93.23959469815695
6,5,60,38,2,1,1,45,0,0,1175,1800,90.98180292966173
8,1,60,28,2,1,1,53,0,0,1900,2530,89.53302917878942
0,5,36,21,1,2,1,35,0,0,690,790,92.94057664995609
20,2,18,40,2,1,1,75,3500,0,800,1717,90.0346755554484
5,2,60,43,2,1,1,75,5000,0,1000,1809,93.03930462139886
6,3,36,29,1,1,2,35,1500,0,500,525,93.84725869557913
2,5,24,19,1,1,2,35,50000,0,900,1472,91.4690403735605
18,1,60,52,2,1,1,58,0,0,800,1235,90.98447761805996
0,2,60,49,2,1,3,60,3500,0,1600,1815,93.38915736017229
4,1,54,27,2,1,1,74,0,0,900,1132,93.52662975837498
6,2,60,29,2,1,1,60,5000,0,1500,1531,93.09648761513272
11,5,60,37,2,1,1,75,0,0,1150,1230,89.5423115698297
1,5,48,25,1,1,2,35,0,0,1000,1041,89.83280998278475
0,2,30,55,2,1,3,60,6000,0,500,635,89.31084802785567
1,4,24,27,2,1,2,60,4000,0,400,1224,93.39663811693062
40,2,48,60,2,1,3,75,5000,0,1200,1308,92.30401455522374
0,6,60,32,2,1,1,75,0,0,1300,1350,93.61772593133504
6,6,36,36,2,1,1,60,0,0,550,700,92.34375581581939
5,5,48,22,1,1,1,35,27000,0,1300,1495,91.04324979215092
10,3,36,44,2,1,3,75,8000,0,900,943,91.42968213477086
5,1,30,59,2,1,1,81,20000,0,700,1460,91.70290254673881
11,2,48,42,2,1,1,75,3500,1200,700,1703,94.0744311880962
17,2,24,53,2,1,1,75,4000,0,400,1195,92.71385618153006
0,2,60,33,2,1,2,45,4500,0,1250,1442,89.57671169271069
10,1,60,37,2,1,1,85,4000,850,1100,1340,94.35821764350828
9,6,60,35,2,1,1,60,0,0,1500,1562,92.26370741163319
